commune_code,commune_name,last_name,first_name,gender,party_code,list_name,votes,elected,P14_POP,pct_female,pct_male,pct_age_0_14,pct_age_15_29,pct_age_30_44,pct_age_45_59,pct_age_60_74,pct_age_75_plus,median_income,poverty_rate
77449,Serris,TSARAMANANA,Francis,M,LUDI,ENSEMBLE POUR SERRIS,1172,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BARO,Micheline,F,LUDI,ENSEMBLE POUR SERRIS,1172,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BORDET,Arnaud,M,LUDI,ENSEMBLE POUR SERRIS,1172,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,PAULUS,Karine,F,LUDI,ENSEMBLE POUR SERRIS,1172,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BODIER,Mickael,M,LUDI,ENSEMBLE POUR SERRIS,1172,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,HAMADEH,Amina,F,LUDI,ENSEMBLE POUR SERRIS,1172,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,VIMALASRI,Jean,M,LUDI,ENSEMBLE POUR SERRIS,1172,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BON,Aurélie,F,LUDI,ENSEMBLE POUR SERRIS,1172,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,GUILLAUME,Benoît,M,LUDI,ENSEMBLE POUR SERRIS,1172,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,LEGENDRE,Carole,F,LUDI,ENSEMBLE POUR SERRIS,1172,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,UNG,Marin,M,LUDI,ENSEMBLE POUR SERRIS,1172,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,PIOUFFRE,Véronique,F,LUDI,ENSEMBLE POUR SERRIS,1172,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,FOURE,Marc,M,LUDI,ENSEMBLE POUR SERRIS,1172,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,GUEGUEN,Patrick,M,LDVG,AGIR POUR VOUS,362,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,GUERIN,Fathia,F,LDVG,AGIR POUR VOUS,362,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,TRAORE,Idrissa,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,PRADAYROL,Françoise,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,VOSSAH,Koffi,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BAZAN,Clara,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,CANCIANI,Bruno,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,RAMDANE,El Yakout,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,COMBE,David,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,TSHIBAKA,Syndie,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,DELLIER,Jules,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,NZITA,Héléna,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,TOKO,David,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BOYER,Marie Josie,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,PINET,Guillaume,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,MAZOUNI,Leila,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,NICOINE,Sébastien,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,SCHWERDROFFER,Sonia,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,GIRARD,Eric,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BELMIR,Amelle,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,GUERIN,Jean-Claude,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BASCHIR,Saïma,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,MAZOUNI,Leys,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,PATIN,Fabienne,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BARREIROS,José,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,GEROME,Nadine,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,AUDET,Dominique,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,DUCLOS,Marie-Madeleine,F,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,MAHIN,Georges,M,LDVG,AGIR POUR VOUS,362,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,CHITRIT,Alain,M,LDVD,EN AVANT SERRIS,620,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,SOLIMAN,Joséphine,F,LDVD,EN AVANT SERRIS,620,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,ZEMANEK,Nicolas,M,LDVD,EN AVANT SERRIS,620,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BOURHIM,Amal,F,LDVD,EN AVANT SERRIS,620,True,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,PUIG,Michel,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,SAFARIAN,Virginie,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,HENNEBOIS,Jean-François,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,LEJUEZ,Nathalie,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,LE GUEN,Rodolphe,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,TENG,Kim-Thuy,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,QUINTERNE,Julien,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,MANZANO TORRES,Maria-Pia,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,ROMERO,Frédéric,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,FLEURIVAL,Murielle,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,CHOPLIN,Gérard,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,BOUCHER,Irène,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,VALLEE,Christophe,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,RIOUAL,Marie-Josée,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,CIVADE,Cédric,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,LE GUEN,Corinne,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,REKKAB,Sofiane,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,FAGNOT,Laurence,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,NABI,Djamel,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,NDA,Pauline,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,PEREIRA,Dominique,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,CHUET,Clémence,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,LUNARDI,Grégoire,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,ARAMINTHE,Annie,F,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77449,Serris,DUBOURDIEU,Philippe,M,LDVD,EN AVANT SERRIS,620,False,8603.0,51.28,48.72,22.0,25.68,26.89,16.39,5.46,3.59,22831.0,11.0
77464,Thorigny-sur-Marne,QUENEY,Gisèle,F,LDVD,THORIGNY FORCES ET AVENIR,1810,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DURCA,Bernard,M,LDVD,THORIGNY FORCES ET AVENIR,1810,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,LE GAC,Nathalie,F,LDVD,THORIGNY FORCES ET AVENIR,1810,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,MAJIC,Nebojsa,M,LDVD,THORIGNY FORCES ET AVENIR,1810,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,GUIVARCH,Jocelyne,F,LDVD,THORIGNY FORCES ET AVENIR,1810,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,LASSERET,Claude,M,LDVD,THORIGNY FORCES ET AVENIR,1810,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DE JESUS MARQUES,Alda Da Conceicao,F,LDVD,THORIGNY FORCES ET AVENIR,1810,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,WAGUET,Claude,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,NEURANTER,Elise,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,SAKALOFF,Serge,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DE SA,Elda,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,GUILLOUD,Robert,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,FLAMEN,Nathalie,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,LE PALEC,Patrice,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,SARON,Catherine,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,ZITA,Jean-Paul,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,GAULIER,Annette,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,ANDRE,Patrick,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,GREUZAT,Anne-Lise,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,BLONDEL,Jean-Gratien,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,CHRETIEN,Magali,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,COQUIN,Serge,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,LEBATARD,Odile,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,HEBUTERNE,Romain,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,LESIEURS,Claire,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,CAILLET,Hervé,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,SANTERRE,Evelyne,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,BOISSEAU,Raphaël,M,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,MARZIN,Arlette,F,LDVD,THORIGNY FORCES ET AVENIR,1810,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,GUILLEMET,Thibaud,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,ROLLAND,Martine,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DA SILVA,Manuel,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,MARCHON,Catherine,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,GILLOT,Hervé,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DEDIEU,Liliane,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DUMONT,Laurent,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DESPRES,Lauren,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,FRENOD,Jean-Michel,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,ROUBAUD-LAURENCINE,Guylène,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,JEANVILLE,Jean-Luc,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,NOYELLE,Isabelle,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DECHEN,Bruno,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,SCHNAPP,Annie,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,NEBIE,Sylvain,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,ROMBEAUT,Christèle,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,CONCEICAO,Raphaël,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,LUCUYER,Catherine,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,LE SAUX,Kévin,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,GUICHON VATEL,Laëtitia,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,BERTHOUMIEU,Benjamin,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,SCORDIA,Stéphanie,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,True,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,CONFAIS,Michel,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,RIBEIRO,Stéphanie,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,CAMPOS SUAREZ,Alvaro,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,DELOOSE,Paulette,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,BAUCHOT,Jérémy,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,AIT ADI,Malika,F,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77464,Thorigny-sur-Marne,BOYER,Christian,M,LDVG,"J'AIME THORIGNY, SOLIDAIRE, ECOLOGIQUE, CITOYENNE",1878,False,9301.0,51.54,48.46,20.15,18.69,20.74,20.22,13.33,6.86,23559.0,10.0
77491,Veneux-les-Sablons,EPIKMEN,Valérie,F,LUD,UNE ALTERNATIVE NECESSAIRE POUR UN DIALOGUE SINCERE,1010,True,4817.0,52.47,47.53,16.76,15.18,17.58,21.58,16.28,12.62,24965.0,6.0
77491,Veneux-les-Sablons,MAISONNIAL,Serge,M,LUD,UNE ALTERNATIVE NECESSAIRE POUR UN DIALOGUE SINCERE,1010,True,4817.0,52.47,47.53,16.76,15.18,17.58,21.58,16.28,12.62,24965.0,6.0
77491,Veneux-les-Sablons,EL RODY,Christine,F,LUD,UNE ALTERNATIVE NECESSAIRE POUR UN DIALOGUE SINCERE,1010,True,4817.0,52.47,47.53,16.76,15.18,17.58,21.58,16.28,12.62,24965.0,6.0
77491,Veneux-les-Sablons,LUSSON,Olivier,M,LUD,UNE ALTERNATIVE NECESSAIRE POUR UN DIALOGUE SINCERE,1010,True,4817.0,52.47,47.53,16.76,15.18,17.58,21.58,16.28,12.62,24965.0,6.0
77491,Veneux-les-Sablons,DE LA VOLPILIERE,Bérengère,F,LUD,UNE ALTERNATIVE NECESSAIRE POUR UN DIALOGUE SINCERE,1010,True,4817.0,52.47,47.53,16.76,15.18,17.58,21.58,16.28,12.62,24965.0,6.0
77491,Veneux-les-Sablons,FERRER,Vincent,M,LUD,UNE ALTERNATIVE NECESSAIRE POUR UN DIALOGUE SINCERE,1010,True,4817.0,52.47,47.53,16.76,15.18,17.58,21.58,16.28,12.62,24965.0,6.0
